2.93   6.28
4.33   12.57
9.08   18.85
12.92  25.13
15.67  31.42
18.74  37.70
22.90  43.98
26.04  50.27
28.13  56.55
33.27  62.83
34.66  69.12
38.05  75.40
41.19  81.68
43.44  87.96

