11	4.27	18.2329	9
10.77	4.02	16.1604	8
10.51	3.745	14.025025	7
10.2	3.45	11.9025	6
9.95	3.16	9.9856	5
9.58	2.825	7.980625	4
9.24	2.44	5.9536	3
8.71	1.935	3.744225	2
8.15	1.37	1.8769	1

