Distance_(cm)	Gray_Value
3.10008	43.7357
3.10231	42.1652
3.10454	40.7342
3.10677	39.9039
3.10900	39.8664
3.11123	40.4520
3.11346	41.5105
3.11569	42.6231
3.11792	43.9114
3.12015	45.1051
3.12238	46.1291
3.12461	46.3589
3.12684	45.9910
3.12907	45.3574
3.13130	44.6982
3.13353	44.4399
3.13576	44.6201
3.13800	44.7988
3.14023	45.3709
3.14246	46.0541
3.14469	47.4760
3.14692	48.8784
3.14915	50.5300
3.15138	51.7838
3.15361	53.1336
3.15584	53.7793
3.15807	54.4895
3.16030	54.7117
3.16253	54.9880
3.16476	55.4505
3.16699	55.8754
3.16922	56.0751
3.17145	56.2658
3.17368	55.7988
3.17591	55.2553
3.17814	54.4775
3.18037	53.5871
3.18260	52.7282
3.18483	52.2462
3.18706	52.2538
3.18929	52.8784
3.19152	53.8273
3.19375	54.5706
3.19598	54.9279
3.19821	55.1937
3.20044	55.1787
3.20267	54.7688
3.20490	54.1682
3.20713	53.3574
3.20936	52.5345
3.21159	51.5465
3.21382	50.4580
3.21605	49.6021
3.21829	48.9505
3.22052	48.6607
3.22275	48.4489
3.22498	48.4294
3.22721	48.4069
3.22944	48.6637
3.23167	49.1697
3.23390	50.1411
3.23613	51.4369
3.23836	53.0766
3.24059	54.3934
3.24282	55.9985
3.24505	57.2523
3.24728	58.3829
3.24951	58.7628
3.25174	58.9324
3.25397	58.7643
3.25620	58.6066
3.25843	58.2883
3.26066	58.5210
3.26289	58.8529
3.26512	59.9940
3.26735	61.4489
3.26958	63.0931
3.27181	64.3513
3.27404	65.4054
3.27627	66.1456
3.27850	66.6982
3.28073	66.5991
3.28296	66.5496
3.28519	66.4504
3.28742	66.9670
3.28965	67.4685
3.29188	68.4294
3.29411	69.2838
3.29634	69.7207
3.29857	69.7282
3.30081	69.6997
3.30304	69.3513
3.30527	69.5195
3.30750	69.5165
3.30973	69.8619
3.31196	70.5676
3.31419	71.6562
3.31642	72.8213
3.31865	74.1246
3.32088	75.3168
3.32311	76.8994
3.32534	77.7432
3.32757	78.0901
3.32980	77.8393
3.33203	77.2583
3.33426	76.3649
3.33649	75.4775
3.33872	74.3529
3.34095	73.6216
3.34318	73.2177
3.34541	73.0255
3.34764	73.4925
3.34987	74.5465
3.35210	75.8333
3.35433	77.5450
3.35656	79.0120
3.35879	79.8183
3.36102	79.9760
3.36325	80.1832
3.36548	79.7838
3.36771	79.4880
3.36994	78.6892
3.37217	78.7012
3.37440	78.5691
3.37663	78.7868
3.37886	79.2387
3.38109	79.6967
3.38333	80.2447
3.38556	80.9805
3.38779	81.4550
3.39002	81.8919
3.39225	82.0420
3.39448	82.3393
3.39671	82.3273
3.39894	82.1907
3.40117	81.9625
3.40340	82.0480
3.40563	82.3829
3.40786	83.0616
3.41009	83.6487
3.41232	83.9204
3.41455	83.6937
3.41678	83.3078
3.41901	82.9640
3.42124	82.9940
3.42347	83.0496
3.42570	83.3949
3.42793	83.6501
3.43016	84.1171
3.43239	84.4474
3.43462	84.4054
3.43685	84.2913
3.43908	83.9985
3.44131	83.6577
3.44354	83.0315
3.44577	81.9760
3.44800	81.3739
3.45023	80.7237
3.45246	80.3934
3.45469	80.6036
3.45692	81.1306
3.45915	82.0075
3.46138	83.2327
3.46362	84.2237
3.46585	84.8123
3.46808	84.8709
3.47031	84.0661
3.47254	82.9444
3.47477	81.4009
3.47700	79.4760
3.47923	77.7102
3.48146	76.8153
3.48369	76.6742
3.48592	77.1291
3.48815	78.5345
3.49038	80.0616
3.49261	81.9069
3.49484	83.5225
3.49707	84.9354
3.49930	85.5646
3.50153	85.6877
3.50376	85.4339
3.50599	84.6426
3.50822	83.5796
3.51045	82.6051
3.51268	81.9504
3.51491	81.7087
3.51714	82.0195
3.51937	82.6111
3.52160	82.9399
3.52383	82.7808
3.52606	82.4535
3.52829	82.0165
3.53052	81.5120
3.53275	80.9504
3.53498	80.3889
3.53721	80.2462
3.53944	80.4084
3.54167	80.7147
3.54391	81.0706
3.54614	81.2312
3.54837	80.8273
3.55060	80.4685
3.55283	80.2688
3.55506	79.9925
3.55729	79.7703
3.55952	79.4474
3.56175	78.9174
3.56398	78.0510
3.56621	77.0090
3.56844	75.8799
3.57067	74.5751
3.57290	73.0886
3.57513	71.9129
3.57736	70.8949
3.57959	70.5120
3.58182	69.8679
3.58405	69.1892
3.58628	68.2042
3.58851	67.1396
3.59074	66.6216
3.59297	66.2598
3.59520	65.8423
3.59743	65.3739
3.59966	64.5195
3.60189	63.5706
3.60412	62.2628
3.60635	61.1471
3.60858	60.2628
3.61081	59.4339
3.61304	58.7312
3.61527	58.3228
3.61750	57.7838
3.61973	57.4580
3.62196	56.9535
3.62419	56.6456
3.62643	56.3138
3.62866	56.0090
3.63089	55.3874
3.63312	54.6156
3.63535	53.5045
3.63758	52.2943
3.63981	50.8288
3.64204	49.0751
3.64427	47.3604
3.64650	45.8859
3.64873	44.3123
3.65096	43.1982
3.65319	42.4700
3.65542	42.4264
3.65765	42.9384
3.65988	43.8483
3.66211	44.7357
3.66434	45.5435
3.66657	46.3979
3.66880	46.9760
3.67103	47.2913
3.67326	47.5405
3.67549	47.5661
3.67772	47.2913
3.67995	46.7072
3.68218	46.0856
3.68441	45.4580
3.68664	45.0090
3.68887	44.7643
3.69110	44.5976
3.69333	44.5255
3.69556	44.6351
3.69779	45.0165
3.70002	45.4324
3.70225	46.0886
3.70448	46.6351
3.70671	47.4835
3.70895	48.2087
3.71118	49.3138
3.71341	50.2162
3.71564	50.9850
3.71787	51.1261
3.72010	50.8153
3.72233	50.2477
3.72456	49.7147
3.72679	49.1201
3.72902	48.9444
3.73125	48.9985
3.73348	49.4970
3.73571	50.2523
3.73794	51.6907
3.74017	52.8649
3.74240	54.6486
3.74463	55.9925
3.74686	57.4835
3.74909	58.1742
3.75132	58.5315
3.75355	58.3889
3.75578	57.8363
3.75801	57.2492
3.76024	56.3033
3.76247	55.6036
3.76470	55.5315
3.76693	55.9610
3.76916	56.5060
3.77139	56.9805
3.77362	57.5135
3.77585	58.1502
3.77808	58.6381
3.78031	58.7883
3.78254	58.8453
3.78477	58.7207
3.78700	58.7012
3.78924	58.7553
3.79147	58.6502
3.79370	58.3303
3.79593	57.8559
3.79816	57.1381
3.80039	56.7898
3.80262	56.6261
3.80485	56.8198
3.80708	57.2147
3.80931	57.5736
3.81154	57.6502
3.81377	57.9820
3.81600	57.9700
3.81823	57.7853
3.82046	57.3228
3.82269	56.9384
3.82492	56.5225
3.82715	56.1892
3.82938	56.0150
3.83161	56.0240
3.83384	56.0015
3.83607	56.4189
3.83830	56.6682
3.84053	57.1411
3.84276	57.6682
3.84499	58.6246
3.84722	59.4069
3.84945	60.4685
3.85168	61.2417
3.85391	62.3438
3.85614	62.9129
3.85837	63.6171
3.86060	64.0751
3.86283	64.5015
3.86506	64.5000
3.86729	64.5315
3.86952	64.2643
3.87176	64.5961
3.87399	65.3033
3.87622	66.6501
3.87845	67.9039
3.88068	68.8333
3.88291	69.3799
3.88514	69.7057
3.88737	69.6141
3.88960	69.5195
3.89183	69.2357
3.89406	69.0105
3.89629	68.4069
3.89852	67.6757
3.90075	67.0180
3.90298	66.3829
3.90521	65.6922
3.90744	64.8529
3.90967	64.1727
3.91190	64.2523
3.91413	64.4715
3.91636	65.3093
3.91859	66.2072
3.92082	67.4159
3.92305	68.5120
3.92528	69.9895
3.92751	71.1532
3.92974	72.7192
3.93197	73.8724
3.93420	74.9730
3.93643	75.8348
3.93866	76.6967
3.94089	77.2057
3.94312	77.0796
3.94535	76.4384
3.94758	75.8709
3.94981	75.3859
3.95205	75.6787
3.95428	76.2853
3.95651	77.1456
3.95874	77.2778
3.96097	77.0105
3.96320	76.4384
3.96543	75.9354
3.96766	75.0901
3.96989	74.4309
3.97212	73.3679
3.97435	72.5135
3.97658	71.6577
3.97881	71.2583
3.98104	71.3408
3.98327	72.4099
3.98550	73.9249
3.98773	76.1832
3.98996	77.6426
3.99219	78.8739
3.99442	79.5946
3.99665	80.4474
3.99888	81.3348
4.00111	82.4700
4.00334	83.3574
4.00557	84.3484
4.00780	85.0315
4.01003	85.6366
4.01226	85.6021
4.01449	84.9925
4.01672	83.9324
4.01895	82.6877
4.02118	81.3003
4.02341	79.5691
4.02564	78.0946
4.02787	77.1952
4.03010	77.1516
4.03233	77.6712
4.03457	78.3183
4.03680	78.8393
4.03903	79.2087
4.04126	79.2057
4.04349	78.9865
4.04572	78.4309
4.04795	77.5315
4.05018	76.6186
4.05241	75.8979
4.05464	75.5510
4.05687	75.2988
4.05910	75.5255
4.06133	76.0571
4.06356	76.9429
4.06579	77.6366
4.06802	78.1562
4.07025	77.9565
4.07248	77.5661
4.07471	77.5691
4.07694	78.1456
4.07917	78.8994
4.08140	79.6426
4.08363	79.5601
4.08586	79.2493
4.08809	78.6396
4.09032	77.9775
4.09255	77.6907
4.09478	77.3784
4.09701	77.0045
4.09924	76.4099
4.10147	75.7057
4.10370	74.6652
4.10593	73.8318
4.10816	73.1366
4.11039	72.5826
4.11262	71.8739
4.11486	71.4054
4.11709	70.6216
4.11932	69.8784
4.12155	69.1742
4.12378	68.3243
4.12601	67.3108
4.12824	66.4685
4.13047	65.4790
4.13270	64.4369
4.13493	63.3769
4.13716	62.4489
4.13939	61.6441
4.14162	60.8634
4.14385	60.2823
4.14608	60.0075
4.14831	60.1216
4.15054	60.0991
4.15277	59.8994
4.15500	59.0165
4.15723	57.8033
4.15946	56.4279
4.16169	55.2387
4.16392	54.1652
4.16615	53.0916
4.16838	52.2312
4.17061	51.5556
4.17284	50.9970
4.17507	50.4775
4.17730	49.7027
4.17953	48.7673
4.18176	47.8649
4.18399	46.6577
4.18622	45.4084
4.18845	43.8694
4.19068	42.4369
4.19291	41.1772
4.19515	40.3769
4.19738	39.6862
4.19961	39.2477
4.20184	38.9745
4.20407	38.7462
4.20630	38.6502
4.20853	38.7027
4.21076	38.9745
4.21299	39.2823
4.21522	39.4069
4.21745	39.5090
4.21968	39.4414
4.22191	39.3468
4.22414	39.5300
4.22637	39.7523
4.22860	40.1366
4.23083	40.2207
4.23306	39.9234
4.23529	39.4685
4.23752	38.8904
4.23975	38.4580
4.24198	38.4324
4.24421	38.4850
4.24644	38.7477
4.24867	39.1562
4.25090	39.8468
4.25313	40.3889
4.25536	41.0886
4.25759	41.5150
4.25982	42.1426
4.26205	42.4279
4.26428	43.0315
4.26651	43.4955
4.26874	44.1066
4.27097	44.5796
4.27320	45.0811
4.27543	45.4850
4.27767	45.9925
4.27990	46.2658
4.28213	46.5736
4.28436	46.6141
4.28659	46.5270
4.28882	46.2297
4.29105	45.9429
4.29328	45.6682
4.29551	45.7372
4.29774	45.9715
4.29997	46.3829
4.30220	46.7252
4.30443	47.1517
4.30666	47.5826
4.30889	48.4745
4.31112	49.4174
4.31335	50.8829
4.31558	52.1171
4.31781	53.4159
4.32004	54.1982
4.32227	54.8799
4.32450	55.2898
4.32673	55.4850
4.32896	55.1802
4.33119	54.8093
4.33342	54.3453
4.33565	53.8033
4.33788	53.3679
4.34011	53.0661
4.34234	53.0105
4.34457	53.0631
4.34680	53.0841
4.34903	52.9384
4.35126	52.7147
4.35349	52.4399
4.35572	52.2553
4.35795	52.0691
4.36019	51.9805
4.36242	52.0210
4.36465	52.1832
4.36688	52.5240
4.36911	52.8769
4.37134	53.0345
4.37357	52.7538
4.37580	52.3438
4.37803	51.8198
4.38026	51.4144
4.38249	51.2072
4.38472	50.9234
4.38695	50.4459
4.38918	49.6952
4.39141	48.8123
4.39364	47.9219
4.39587	47.3153
4.39810	46.8619
4.40033	46.6126
4.40256	46.9219
4.40479	47.6141
4.40702	48.8814
4.40925	50.0946
4.41148	51.4940
4.41371	52.5976
4.41594	53.6471
4.41817	54.2042
4.42040	54.3168
4.42263	53.9850
4.42486	53.5255
4.42709	52.9745
4.42932	52.5571
4.43155	52.0826
4.43378	52.2057
4.43601	52.7132
4.43824	53.8574
4.44047	54.8198
4.44271	56.2222
4.44494	57.4565
4.44717	58.6081
4.44940	59.3468
4.45163	59.8303
4.45386	59.7387
4.45609	59.6532
4.45832	59.3453
4.46055	58.9114
4.46278	58.5766
4.46501	58.5571
4.46724	58.7102
4.46947	59.0991
4.47170	59.4234
4.47393	59.9955
4.47616	60.3829
4.47839	60.9685
4.48062	61.4159
4.48285	62.0060
4.48508	62.2508
4.48731	62.7973
4.48954	63.4640
4.49177	64.4790
4.49400	65.2643
4.49623	65.5676
4.49846	65.2733
4.50069	65.0510
4.50292	64.3198
4.50515	63.5961
4.50738	62.9505
4.50961	62.5435
4.51184	62.4955
4.51407	63.1697
4.51630	64.1066
4.51853	65.5075
4.52076	66.7613
4.52299	68.1817
4.52523	68.9805
4.52746	69.6577
4.52969	69.3844
4.53192	68.8829
4.53415	68.1622
4.53638	67.6487
4.53861	67.0180
4.54084	66.9069
4.54307	67.1096
4.54530	68.0721
4.54753	69.1261
4.54976	70.7177
4.55199	71.8529
4.55422	72.9384
4.55645	73.6066
4.55868	74.0586
4.56091	74.0496
4.56314	73.9204
4.56537	73.9219
4.56760	74.3664
4.56983	75.1637
4.57206	76.3093
4.57429	76.8243
4.57652	77.5480
4.57875	77.8919
4.58098	78.3228
4.58321	78.5976
4.58544	79.3273
4.58767	79.9009
4.58990	80.3574
4.59213	80.5030
4.59436	80.4504
4.59659	80.3484
4.59882	80.3754
4.60105	80.1096
4.60328	79.9610
4.60552	79.6036
4.60775	78.9490
4.60998	78.2462
4.61221	77.6967
4.61444	77.3273
4.61667	77.2192
4.61890	77.0510
4.62113	76.8258
4.62336	76.0646
4.62559	75.2838
4.62782	74.6847
4.63005	74.5706
4.63228	74.9159
4.63451	75.2973
4.63674	75.3453
4.63897	75.2147
4.64120	74.7613
4.64343	74.1547
4.64566	73.7027
4.64789	73.5586
4.65012	73.5120
4.65235	73.6982
4.65458	74.3994
4.65681	75.2748
4.65904	76.0496
4.66127	76.8018
4.66350	77.1667
4.66573	77.2523
4.66796	77.1922
4.67019	77.0541
4.67242	76.5541
4.67465	76.2447
4.67688	76.0631
4.67911	76.1126
4.68134	76.2853
4.68357	76.4670
4.68581	76.8063
4.68804	77.0105
4.69027	76.8979
4.69250	76.2628
4.69473	75.1186
4.69696	73.6156
4.69919	72.6021
4.70142	71.6036
4.70365	70.7673
4.70588	69.9129
4.70811	68.8874
4.71034	67.7192
4.71257	66.8709
4.71480	66.1682
4.71703	66.2042
4.71926	66.5345
4.72149	66.7387
4.72372	66.8378
4.72595	66.3243
4.72818	66.0180
4.73041	65.6306
4.73264	65.6396
4.73487	65.7327
4.73710	65.4550
4.73933	64.8168
4.74156	63.6156
4.74379	62.2688
4.74602	60.7192
4.74825	59.4610
4.75048	58.0976
4.75271	56.8994
4.75494	55.9144
4.75717	54.9294
4.75940	54.0150
4.76163	53.3874
4.76386	52.7207
4.76610	52.1727
4.76833	51.4144
4.77056	50.6517
4.77279	49.5315
4.77502	48.3078
4.77725	47.2853
4.77948	46.1937
4.78171	45.0526
4.78394	43.9880
4.78617	42.7718
4.78840	41.3559
4.79063	40.2568
4.79286	39.5586
4.79509	39.0420
4.79732	38.7913
4.79955	38.5856
4.80178	38.4865
4.80401	38.1877
4.80624	37.8964
4.80847	37.6742
4.81070	37.5420
4.81293	37.3378
4.81516	36.8679
4.81739	36.3889
4.81962	35.6997
4.82185	34.7868
4.82408	33.8679
4.82631	32.9700
4.82854	31.9595
4.83077	30.8709
4.83300	29.6411
4.83523	28.0315
4.83746	26.6682
4.83969	25.6186
4.84192	24.6952
4.84415	23.8994
4.84639	23.3874
4.84862	22.8108
4.85085	22.4354
4.85308	22.1622
4.85531	22.1456
4.85754	22.1892
4.85977	22.2718
4.86200	22.3739
4.86423	22.5000
4.86646	22.5571
4.86869	22.4640
4.87092	22.3559
4.87315	22.3168
4.87538	22.2237
4.87761	22.0526
4.87984	22.0631
4.88207	22.1532
4.88430	22.3093
4.88653	22.5375
4.88876	22.8544
4.89099	23.0856
4.89322	23.3694
4.89545	23.4880
4.89768	23.5135
4.89991	23.4414
4.90214	23.6982
4.90437	23.9459
4.90660	24.6021
4.90883	25.2102
4.91106	25.7838
4.91329	26.3033
4.91552	27.2598
4.91775	28.0826
4.91998	29.2162
4.92221	30.2538
4.92444	31.2838
4.92667	31.9129
4.92891	32.5751
4.93114	32.9084
4.93337	33.0135
4.93560	32.9054
4.93783	32.7147
4.94006	32.5631
4.94229	32.8363
4.94452	33.0721
4.94675	33.5871
4.94898	34.0420
4.95121	34.6051
4.95344	35.0495
4.95567	35.5480
4.95790	35.9009
4.96013	36.4099
4.96236	36.7568
4.96459	37.0856
4.96682	37.1111
4.96905	37.1757
4.97128	37.1141
4.97351	36.9820
4.97574	36.7913
4.97797	37.0676
4.98020	37.5721
4.98243	38.8423
4.98466	40.2988
4.98689	41.8979
4.98912	43.0556
4.99135	43.9820
4.99358	44.5225
4.99581	45.0886
4.99804	45.2598
5.00027	45.6982
5.00250	45.9880
5.00473	46.4595
5.00696	47.1171
5.00919	47.8799
5.01143	48.3318
5.01366	48.7523
5.01589	48.8634
5.01812	48.9610
5.02035	48.8634
5.02258	48.6697
5.02481	48.3003
5.02704	48.3063
5.02927	48.5736
5.03150	49.2568
5.03373	49.9054
5.03596	50.8138
5.03819	51.7477
5.04042	52.9474
5.04265	53.6562
5.04488	54.4565
5.04711	54.7958
5.04934	55.2462
5.05157	55.5721
5.05380	56.0706
5.05603	56.5000
5.05826	56.9970
5.06049	57.1712
5.06272	57.6817
5.06495	57.8228
5.06718	57.6141
5.06941	57.2643
5.07164	56.9474
5.07387	56.6997
5.07610	56.9204
5.07833	57.1832
5.08056	57.4129
5.08279	57.3228
5.08502	57.2778
5.08725	57.2508
5.08948	57.5195
5.09171	58.0405
5.09395	58.8604
5.09618	59.4670
5.09841	60.0465
5.10064	60.2643
5.10287	60.4565
5.10510	60.4895
5.10733	60.6727
5.10956	60.7688
5.11179	60.6456
5.11402	60.3108
5.11625	59.9535
5.11848	59.5796
5.12071	59.3498
5.12294	59.1862
5.12517	59.3108
5.12740	59.5000
5.12963	59.6847
5.13186	59.7628
5.13409	59.9459
5.13632	59.9129
5.13855	59.8724
5.14078	59.4610
5.14301	58.9730
5.14524	58.5060
5.14747	57.8739
5.14970	57.2613
5.15193	57.0120
5.15416	57.0526
5.15639	57.4324
5.15862	57.8348
5.16085	58.2102
5.16308	58.5856
5.16531	59.0450
5.16754	59.3529
5.16977	59.8378
5.17200	60.1441
5.17423	60.4474
5.17647	60.4550
5.17870	60.4970
5.18093	60.5165
5.18316	60.6096
5.18539	60.5766
5.18762	60.8258
5.18985	60.9760
5.19208	61.1892
5.19431	61.3138
5.19654	61.5180
5.19877	61.6291
5.20100	61.6907
5.20323	61.8138
5.20546	61.7643
5.20769	61.5796
5.20992	61.3468
5.21215	61.1141
5.21438	60.9685
5.21661	61.0736
5.21884	61.1592
5.22107	61.2237
5.22330	60.8964
5.22553	60.4835
5.22776	60.1096
5.22999	59.9324
5.23222	60.1246
5.23445	60.3574
5.23668	60.6351
5.23891	60.9459
5.24114	61.3468
5.24337	61.5270
5.24560	61.5480
5.24783	61.2988
5.25006	60.8318
5.25229	60.3108
5.25453	59.7252
5.25676	59.2357
5.25899	58.7583
5.26122	58.6742
5.26345	58.6456
5.26568	58.8423
5.26791	59.3123
5.27014	59.8063
5.27237	60.2718
5.27460	60.4775
5.27683	60.3739
5.27906	59.9429
5.28129	59.1336
5.28352	58.4595
5.28575	57.7703
5.28798	57.2057
5.29021	56.6562
5.29244	56.2147
5.29467	55.6051
5.29690	55.2673
5.29913	54.8769
5.30136	54.6637
5.30359	54.5000
5.30582	54.4294
5.30805	54.5976
5.31028	54.9324
5.31251	55.5931
5.31474	56.0075
5.31697	56.5826
5.31920	57.1517
5.32143	57.4655
5.32366	57.7222
5.32589	57.5841
5.32812	57.1787
5.33035	56.6156
5.33258	55.8724
5.33482	55.0571
5.33705	54.3153
5.33928	53.5721
5.34151	53.3288
5.34374	53.1577
5.34597	52.9670
5.34820	52.7432
5.35043	52.1351
5.35266	51.2868
5.35489	50.9850
5.35712	50.5796
5.35935	50.2643
5.36158	50.0541
5.36381	49.7342
5.36604	49.8153
5.36827	49.7132
5.37050	49.7462
5.37273	50.0646
5.37496	50.4580
5.37719	50.8348
5.37942	51.1456
5.38165	51.2703
5.38388	50.9745
5.38611	50.4535
5.38834	49.6471
5.39057	48.6081
5.39280	47.6562
5.39503	46.8498
5.39726	46.1021
5.39949	45.4550
5.40172	45.0375
5.40395	44.6036
5.40618	44.1111
5.40841	43.5526
5.41064	42.7688
5.41287	41.7027
5.41510	40.5541
5.41734	39.7387
5.41957	39.1952
5.42180	38.7883
5.42403	38.4084
5.42626	38.0526
5.42849	37.5886
5.43072	37.0796
5.43295	36.6231
5.43518	36.4414
5.43741	36.3769
5.43964	36.3048
5.44187	36.1261
5.44410	35.9640
5.44633	35.7583
5.44856	35.4775
5.45079	34.9655
5.45302	34.7372
5.45525	34.5045
5.45748	34.5961
5.45971	34.7958
5.46194	35.1021
5.46417	35.2192
5.46640	35.3198
5.46863	35.1802
5.47086	35.2207
5.47309	35.1622
5.47532	35.1111
5.47755	34.9625
5.47978	34.7538
5.48201	34.3589
5.48424	34.0030
5.48647	33.3889
5.48870	32.6336
5.49093	31.7432
5.49316	31.0390
5.49539	30.3799
5.49762	30.2793
5.49986	30.2387
5.50209	29.9985
5.50432	29.3138
5.50655	28.7643
5.50878	28.0450
5.51101	27.5030
5.51324	26.8919
5.51547	26.5916
5.51770	26.3168
5.51993	26.3288
5.52216	26.3514
5.52439	26.3498
5.52662	26.0886
5.52885	25.6396
5.53108	25.0360
5.53331	24.6141
5.53554	24.4054
5.53777	24.2658

